Player;Turn;Word;Length;Rack;Letters_Used;Direction;Start;Player_Score;Move_Score;Win
PLAYER_2;40;KIF;3;IIIZF;IF;Horizontal;[4, 12];198;20;-1 
PLAYER_1;41;CRIB;4;QC;C;Horizontal;[0, 4];278;24;1 
PLAYER_2;42;IF;2;IIZ;I;Vertical;[5, 11];208;10;-1 
PLAYER_1;43;QI;2;Q;Q;Horizontal;[3, 12];300;22;1 
PLAYER_1;1;DUE;3;NTQDHEU;DUE;Horizontal;[7, 8];8;8;1 
PLAYER_2;2;DE;2;HANVIEB;E;Vertical;[9, 5];3;3;-1 
PLAYER_1;3;BUNT;4;NTQHBII;BNT;Vertical;[10, 6];21;13;1 
PLAYER_2;4;TAINS;5;HANVIBS;AINS;Horizontal;[9, 11];10;7;-1 
PLAYER_1;5;INIA;4;QHIIFAI;IIA;Vertical;[12, 9];25;4;1 
PLAYER_2;6;BRAVO;5;HVBOIOR;BRVO;Horizontal;[11, 12];36;26;-1 
PLAYER_1;7;QI;2;QHFIGLE;Q;Vertical;[10, 8];67;42;1 
PLAYER_2;8;GLEN;4;HIOGORL;GL;Horizontal;[8, 7];41;5;-1 
PLAYER_1;9;LI;2;HFIGLES;I;Vertical;[10, 4];69;2;1 
PLAYER_2;10;BOOR;4;HIOORCZ;OOR;Horizontal;[6, 10];50;9;-1 
PLAYER_1;11;VISE;4;HFGLESI;ISE;Vertical;[15, 10];76;7;1 
PLAYER_2;12;GAZE;4;HICZEAM;AZE;Vertical;[12, 3];80;30;-1 
PLAYER_1;13;EFF;3;HFGLNFE;FF;Horizontal;[11, 6];85;9;1 
PLAYER_2;14;EM;2;HICMIEE;M;Horizontal;[14, 12];87;7;-1 
PLAYER_1;15;HELL;4;HGLNEEL;HELL;Horizontal;[10, 15];97;12;1 
PLAYER_2;16;LEE;3;HICIEEL;LE;Vertical;[11, 12];91;4;-1 
PLAYER_1;17;ESS;3;GNEESUU;ES;Vertical;[10, 10];112;15;1 
PLAYER_2;18;LO;2;HICIEYO;O;Vertical;[12, 14];94;3;-1 
PLAYER_1;19;SMUG;4;GNEUUWM;MUG;Horizontal;[13, 14];132;20;1 
PLAYER_2;20;YE;2;HICIEYC;YE;Horizontal;[5, 10];110;16;-1 
PLAYER_1;21;UNWON;5;NEUWNOE;UNWON;Vertical;[8, 11];153;21;1 
PLAYER_2;22;HUIC;4;HICICRI;HIC;Horizontal;[3, 14];119;9;-1 
PLAYER_1;23;SONDE;5;EEODSNV;SONDE;Horizontal;[12, 5];186;33;1 
PLAYER_2;24;ACARI;5;ICRIAAR;AARI;Vertical;[7, 13];128;9;-1 
PLAYER_1;25;DOE;3;EVOPTDR;DOE;Horizontal;[12, 9];200;14;1 
PLAYER_2;26;RUE;3;CIRYAEA;RE;Vertical;[15, 12];139;11;-1 
PLAYER_1;27;PRO;3;VPTRTAT;PR;Vertical;[13, 1];205;5;1 
PLAYER_2;28;LAC;3;CIYAAJT;AC;Horizontal;[8, 15];144;5;-1 
PLAYER_1;29;VITTA;5;VTTATIN;VITTA;Horizontal;[2, 11];223;18;1 
PLAYER_2;30;NET;3;IYAJTEU;ET;Vertical;[15, 2];147;3;-1 
PLAYER_1;31;APT;3;TNDWAKP;APT;Horizontal;[1, 13];234;11;1 
PLAYER_2;32;SAU;3;IYAJUXG;AU;Vertical;[15, 0];156;9;-1 
PLAYER_1;33;RET;3;NDWKROT;T;Vertical;[14, 8];237;3;1 
PLAYER_2;34;ENG;3;IYJXG;G;Horizontal;[7, 13];165;9;-1 
PLAYER_1;35;WORK;4;NDWKRO;OK;Horizontal;[5, 15];248;11;1 
PLAYER_2;36;JIVY;4;IYJX;JIY;Vertical;[4, 6];182;17;-1 
PLAYER_1;37;ROE;3;NDWR;R;Vertical;[8, 7];257;9;1 
PLAYER_2;38;XI;2;X;X;Horizontal;[1, 7];207;25;-1 
